base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.18884, 0.73910, -1.60137, -0.04309, 0.91536, -1.45493, 0.18465, 0.92753, -1.86671, -0.10609, 1.22139, -1.45595
-0.18966, 0.74389, -1.59897, -0.04497, 0.92061, -1.45160, 0.17551, 0.91422, -1.86106, -0.10698, 1.22595, -1.44557
-0.19195, 0.74889, -1.59527, -0.04660, 0.92589, -1.44765, 0.16690, 0.90113, -1.85475, -0.10773, 1.23060, -1.43505
-0.19464, 0.75397, -1.59092, -0.04811, 0.93117, -1.44319, 0.15880, 0.88841, -1.84796, -0.10844, 1.23546, -1.42442
-0.19662, 0.75908, -1.58652, -0.04941, 0.93635, -1.43831, 0.15158, 0.87616, -1.84103, -0.10907, 1.24056, -1.41408
-0.19774, 0.76420, -1.58211, -0.05055, 0.94148, -1.43301, 0.14509, 0.86446, -1.83385, -0.10970, 1.24595, -1.40402
-0.19824, 0.76921, -1.57756, -0.05151, 0.94649, -1.42740, 0.13921, 0.85338, -1.82621, -0.11058, 1.25150, -1.39404
-0.19765, 0.77398, -1.57287, -0.05215, 0.95150, -1.42155, 0.13405, 0.84316, -1.81781, -0.11176, 1.25734, -1.38424
-0.19594, 0.77841, -1.56803, -0.05255, 0.95640, -1.41548, 0.12949, 0.83382, -1.80861, -0.11341, 1.26341, -1.37458
-0.19374, 0.78272, -1.56296, -0.05264, 0.96121, -1.40921, 0.12546, 0.82519, -1.79929, -0.11534, 1.26965, -1.36503
-0.19155, 0.78701, -1.55748, -0.05252, 0.96584, -1.40267, 0.12190, 0.81705, -1.79036, -0.11745, 1.27601, -1.35546
-0.18969, 0.79140, -1.55146, -0.05201, 0.97026, -1.39588, 0.11889, 0.80900, -1.78236, -0.11953, 1.28237, -1.34589
-0.18798, 0.79581, -1.54508, -0.05124, 0.97445, -1.38894, 0.11632, 0.80182, -1.77512, -0.12177, 1.28872, -1.33641
-0.18620, 0.80019, -1.53836, -0.05021, 0.97843, -1.38182, 0.11422, 0.79623, -1.76876, -0.12402, 1.29509, -1.32723
-0.18395, 0.80448, -1.53145, -0.04877, 0.98214, -1.37453, 0.11298, 0.79339, -1.76384, -0.12604, 1.30140, -1.31850
